name,sku,parent_sku,description,metadata,category_names,tag_names,quantities,list_prices,discount_codes,net_prices,image_url
"""Patriot Stainless Tumbler 16oz""","""1624-70-Silver""","""1624-70-Black""","""Tumbler shape is comfortable to hold and fits easily in cup holders. Double-wall stainless steel construction. Lid has push button function for opening to sip and closing to seal. Leak-proof. 16oz.""","{""material"":""Stainless Steel with Stainless Steel liner"",""size"":""8.25\"" H x 2.75\"" D x 16 oz."",""packaging"":""Individual polybag"",""color"":""Silver""}","[""Drinkware""]",,"[48,150,300,450,600]","[""16.4"",""15.73"",""15.1"",""14.45"",""13.02""]",,"[7.811999999999999,7.811999999999999,7.811999999999999,7.811999999999999,7.811999999999999]","""http://media.pcna.com/ms/?/leeds/large/1624-70SL_D/en"""
"""Cruise Sport Bottle 20oz""","""1624-71-Blue""","""1624-71-Blue""","""This bottle can cruise along wherever you go! Flip straw on lid opens and closes with ease. Shatter, stain and odor resistant durable tritan material. Decorative silicone band for added color-pop. 20oz.""","{""material"":""Eastman Tritan™ Copolyester"",""size"":""10\"" H x 2.75\"" D x 20 oz."",""packaging"":""Individual polybag"",""color"":""Blue""}","[""Drinkware""]",,"[48,150,300,450,600]","[""9.08"",""8.72"",""8.35"",""8"",""7.2""]",,"[4.32,4.32,4.32,4.32,4.32]","""http://media.pcna.com/ms/?/leeds/large/1624-71BL_D/en"""
"""Cruise Sport Bottle 20oz""","""1624-71-Gray""","""1624-71-Blue""","""This bottle can cruise along wherever you go! Flip straw on lid opens and closes with ease. Shatter, stain and odor resistant durable tritan material. Decorative silicone band for added color-pop. 20oz.""","{""material"":""Eastman Tritan™ Copolyester"",""size"":""10\"" H x 2.75\"" D x 20 oz."",""packaging"":""Individual polybag"",""color"":""Gray""}","[""Drinkware""]",,"[48,150,300,450,600]","[""9.08"",""8.72"",""8.35"",""8"",""7.2""]",,"[4.32,4.32,4.32,4.32,4.32]","""http://media.pcna.com/ms/?/leeds/large/1624-71GY_D/en"""
"""Cruise Sport Bottle 20oz""","""1624-71-Orange""","""1624-71-Blue""","""This bottle can cruise along wherever you go! Flip straw on lid opens and closes with ease. Shatter, stain and odor resistant durable tritan material. Decorative silicone band for added color-pop. 20oz.""","{""material"":""Eastman Tritan™ Copolyester"",""size"":""10\"" H x 2.75\"" D x 20 oz."",""packaging"":""Individual polybag"",""color"":""Orange""}","[""Drinkware""]",,"[48,150,300,450,600]","[""9.08"",""8.72"",""8.35"",""8"",""7.2""]",,"[4.32,4.32,4.32,4.32,4.32]","""http://media.pcna.com/ms/?/leeds/large/1624-71OR_D/en"""
"""Cruise Sport Bottle 20oz""","""1624-71-Red""","""1624-71-Blue""","""This bottle can cruise along wherever you go! Flip straw on lid opens and closes with ease. Shatter, stain and odor resistant durable tritan material. Decorative silicone band for added color-pop. 20oz.""","{""material"":""Eastman Tritan™ Copolyester"",""size"":""10\"" H x 2.75\"" D x 20 oz."",""packaging"":""Individual polybag"",""color"":""Red""}","[""Drinkware""]",,"[48,150,300,450,600]","[""9.08"",""8.72"",""8.35"",""8"",""7.2""]",,"[4.32,4.32,4.32,4.32,4.32]","""http://media.pcna.com/ms/?/leeds/large/1624-71RD_D-1/en"""
"""Moscow Mule Barrel Mug 14oz""","""1624-72-Copper""","""1624-72-Copper""","""Double-wall stainless steel barrel mug with copper plating is sure to keep your Moscow Mule chilled 'til the end. Gift box features the robust history of the cocktail and a recipe card is included. 14 oz.""","{""material"":""Stainless Steel with Stainless Steel liner"",""size"":""4.7\"" H x 3.6\"" D x 14 oz."",""packaging"":""1-piece premium gift box"",""color"":""Copper""}","[""Drinkware""]",,"[48,150,300,450,600]","[""27.32"",""26.22"",""25.13"",""24.07"",""21.68""]",,"[13.008,13.008,13.008,13.008,13.008]","""http://media.pcna.com/ms/?/leeds/large/1624-72COP_D-1/en"""
"""Swiss Tumbler 16oz""","""1624-73-Blue""","""1624-73-Blue""","""Tumbler features double wall construction using stainless steel outer and plastic liner. Silicone grip ring for holding comfort. 16oz.""","{""material"":""Stainless Steel with Plastic Liner"",""size"":""7.75\"" H x 3.3\"" D x 16 oz."",""packaging"":""Individual polybag"",""color"":""Blue""}","[""Drinkware""]",,"[48,150,300,450,600]","[""14.52"",""13.95"",""13.37"",""12.78"",""11.53""]",,"[6.917999999999999,6.917999999999999,6.917999999999999,6.917999999999999,6.917999999999999]","""http://media.pcna.com/ms/?/leeds/large/1624-73BL_D/en"""
"""Swiss Tumbler 16oz""","""1624-73-Red""","""1624-73-Blue""","""Tumbler features double wall construction using stainless steel outer and plastic liner. Silicone grip ring for holding comfort. 16oz.""","{""material"":""Stainless Steel with Plastic Liner"",""size"":""7.75\"" H x 3.3\"" D x 16 oz."",""packaging"":""Individual polybag"",""color"":""Red""}","[""Drinkware""]",,"[48,150,300,450,600]","[""14.52"",""13.95"",""13.37"",""12.78"",""11.53""]",,"[6.917999999999999,6.917999999999999,6.917999999999999,6.917999999999999,6.917999999999999]","""http://media.pcna.com/ms/?/leeds/large/1624-73RD_D-1/en"""
"""Swiss Tumbler 16oz""","""1624-73-Silver""","""1624-73-Blue""","""Tumbler features double wall construction using stainless steel outer and plastic liner. Silicone grip ring for holding comfort. 16oz.""","{""material"":""Stainless Steel with Plastic Liner"",""size"":""7.75\"" H x 3.3\"" D x 16 oz."",""packaging"":""Individual polybag"",""color"":""Silver""}","[""Drinkware""]",,"[48,150,300,450,600]","[""14.52"",""13.95"",""13.37"",""12.78"",""11.53""]",,"[6.917999999999999,6.917999999999999,6.917999999999999,6.917999999999999,6.917999999999999]",
"""Copper Vacuum Insulated Bottle 17oz""","""1624-74-Black""","""1624-74-Black""","""Bottle is double wall 18/8 grade stainless steel with vacuum insulation. Inner wall is plated with copper for ultimate conductivity to keep drinks hot for 12 hours and cold for 48 hours. 17oz.""","{""material"":""Stainless Steel with Stainless Steel liner"",""size"":""10.25\"" H x 2.9\"" D x 17 oz."",""packaging"":""Individual polybag"",""color"":""Black""}","[""Drinkware""]",,"[48,150,300,450,600]","[""23.5"",""22.57"",""21.63"",""20.7"",""18.65""]",,"[11.19,11.19,11.19,11.19,11.19]","""http://media.pcna.com/ms/?/leeds/large/1624-74BK_D-1/en"""
"""Copper Vacuum Insulated Bottle 17oz""","""1624-74-Green""","""1624-74-Black""","""Bottle is double wall 18/8 grade stainless steel with vacuum insulation. Inner wall is plated with copper for ultimate conductivity to keep drinks hot for 12 hours and cold for 48 hours. 17oz.""","{""material"":""Stainless Steel with Stainless Steel liner"",""size"":""10.25\"" H x 2.9\"" D x 17 oz."",""packaging"":""Individual polybag"",""color"":""Green""}","[""Drinkware""]",,"[48,150,300,450,600]","[""23.5"",""22.57"",""21.63"",""20.7"",""18.65""]",,"[11.19,11.19,11.19,11.19,11.19]","""http://media.pcna.com/ms/?/leeds/large/1624-74GR_D/en"""
"""Copper Vacuum Insulated Bottle 17oz""","""1624-74-Navy""","""1624-74-Black""","""Bottle is double wall 18/8 grade stainless steel with vacuum insulation. Inner wall is plated with copper for ultimate conductivity to keep drinks hot for 12 hours and cold for 48 hours. 17oz.""","{""material"":""Stainless Steel with Stainless Steel liner"",""size"":""10.25\"" H x 2.9\"" D x 17 oz."",""packaging"":""Individual polybag"",""color"":""Navy""}","[""Drinkware""]",,"[48,150,300,450,600]","[""23.5"",""22.57"",""21.63"",""20.7"",""18.65""]",,"[11.19,11.19,11.19,11.19,11.19]","""http://media.pcna.com/ms/?/leeds/large/1624-74NY_D/en"""
"""Copper Vacuum Insulated Bottle 17oz""","""1624-74-Rose Gold""","""1624-74-Black""","""Bottle is double wall 18/8 grade stainless steel with vacuum insulation. Inner wall is plated with copper for ultimate conductivity to keep drinks hot for 12 hours and cold for 48 hours. 17oz.""","{""material"":""Stainless Steel with Stainless Steel liner"",""size"":""10.25\"" H x 2.9\"" D x 17 oz."",""packaging"":""Individual polybag"",""color"":""Rose Gold""}","[""Drinkware""]",,"[48,150,300,450,600]","[""23.5"",""22.57"",""21.63"",""20.7"",""18.65""]",,"[11.19,11.19,11.19,11.19,11.19]","""http://media.pcna.com/ms/?/leeds/large/1624-74RGD_D/en"""
"""Copper Vacuum Insulated Bottle 17oz""","""1624-74-Silver""","""1624-74-Black""","""Bottle is double wall 18/8 grade stainless steel with vacuum insulation. Inner wall is plated with copper for ultimate conductivity to keep drinks hot for 12 hours and cold for 48 hours. 17oz.""","{""material"":""Stainless Steel with Stainless Steel liner"",""size"":""10.25\"" H x 2.9\"" D x 17 oz."",""packaging"":""Individual polybag"",""color"":""Silver""}","[""Drinkware""]",,"[48,150,300,450,600]","[""23.5"",""22.57"",""21.63"",""20.7"",""18.65""]",,"[11.19,11.19,11.19,11.19,11.19]","""http://media.pcna.com/ms/?/leeds/large/1624-74SL_D/en"""
"""Copper Vacuum Insulated Bottle 17oz""","""1624-74-Titanium""","""1624-74-Black""","""Bottle is double wall 18/8 grade stainless steel with vacuum insulation. Inner wall is plated with copper for ultimate conductivity to keep drinks hot for 12 hours and cold for 48 hours. 17oz.""","{""material"":""Stainless Steel with Stainless Steel liner"",""size"":""10.25\"" H x 2.9\"" D x 17 oz."",""packaging"":""Individual polybag"",""color"":""Titanium""}","[""Drinkware""]",,"[48,150,300,450,600]","[""23.5"",""22.57"",""21.63"",""20.7"",""18.65""]",,"[11.19,11.19,11.19,11.19,11.19]","""http://media.pcna.com/ms/?/leeds/large/1624-74TI_D/en"""
"""Copper Vacuum Insulated Bottle 17oz""","""1624-74-White""","""1624-74-Black""","""Bottle is double wall 18/8 grade stainless steel with vacuum insulation. Inner wall is plated with copper for ultimate conductivity to keep drinks hot for 12 hours and cold for 48 hours. 17oz.""","{""material"":""Stainless Steel with Stainless Steel liner"",""size"":""10.25\"" H x 2.9\"" D x 17 oz."",""packaging"":""Individual polybag"",""color"":""White""}","[""Drinkware""]",,"[48,150,300,450,600]","[""23.5"",""22.57"",""21.63"",""20.7"",""18.65""]",,"[11.19,11.19,11.19,11.19,11.19]","""http://media.pcna.com/ms/?/leeds/large/1624-74WH_D/en"""
"""Cool Gear® Smoothie Tumbler 20oz""","""1624-76-Gray""","""1624-76-Gray""","""Mix it up with this double wall Tritan tumbler designed specifically for taking smoothies and shakes on the go. Double wall insulation keeps drinks colder longer. Bottom agitator helps prevent settling. Smoothie sized straw for thicker drinks. BPA free. 20oz.  ""","{""material"":""Eastman Tritan™ Copolyester"",""size"":""9.75\"" H x 3.36\"" D x 20 oz."",""packaging"":""Individual polybag"",""color"":""Gray""}","[""Drinkware""]",,"[24,100,150,250,400]","[""23.57"",""22.63"",""21.7"",""20.77"",""18.72""]",,"[11.232,11.232,11.232,11.232,11.232]","""http://media.pcna.com/ms/?/leeds/large/1624-76GY_D/en"""
"""Stormy Ceramic Mug 14oz""","""1624-77-Lime""","""1624-77-Lime""","""Ceramic mug with smooth matte gray outer wall and brightly colored high-gloss inner wall. Choose between color imprinting or our cutting edge dishwasher safe laser decorating method. Exclusive Leed's design. 14oz.""","{""material"":""Ceramic"",""size"":""3.75\"" H x 4\"" D x 14 oz."",""packaging"":""1-piece natrual gift box"",""color"":""Lime""}","[""Drinkware""]",,"[96,150,300,450,600]","[""6.25"",""6"",""5.77"",""5.52"",""4.97""]",,"[2.9819999999999998,2.9819999999999998,2.9819999999999998,2.9819999999999998,2.9819999999999998]","""http://media.pcna.com/ms/?/leeds/large/1624-77LM_D-1/en"""
"""Stormy Ceramic Mug 14oz""","""1624-77-Red""","""1624-77-Lime""","""Ceramic mug with smooth matte gray outer wall and brightly colored high-gloss inner wall. Choose between color imprinting or our cutting edge dishwasher safe laser decorating method. Exclusive Leed's design. 14oz.""","{""material"":""Ceramic"",""size"":""3.75\"" H x 4\"" D x 14 oz."",""packaging"":""1-piece natrual gift box"",""color"":""Red""}","[""Drinkware""]",,"[96,150,300,450,600]","[""6.25"",""6"",""5.77"",""5.52"",""4.97""]",,"[2.9819999999999998,2.9819999999999998,2.9819999999999998,2.9819999999999998,2.9819999999999998]","""http://media.pcna.com/ms/?/leeds/large/1624-77RD_D-1/en"""
"""Stormy Ceramic Mug 14oz""","""1624-77-Royal""","""1624-77-Lime""","""Ceramic mug with smooth matte gray outer wall and brightly colored high-gloss inner wall. Choose between color imprinting or our cutting edge dishwasher safe laser decorating method. Exclusive Leed's design. 14oz.""","{""material"":""Ceramic"",""size"":""3.75\"" H x 4\"" D x 14 oz."",""packaging"":""1-piece natrual gift box"",""color"":""Royal""}","[""Drinkware""]",,"[96,150,300,450,600]","[""6.25"",""6"",""5.77"",""5.52"",""4.97""]",,"[2.9819999999999998,2.9819999999999998,2.9819999999999998,2.9819999999999998,2.9819999999999998]",
"""Stormy Ceramic Mug 14oz""","""1624-77-Turquoise""","""1624-77-Lime""","""Ceramic mug with smooth matte gray outer wall and brightly colored high-gloss inner wall. Choose between color imprinting or our cutting edge dishwasher safe laser decorating method. Exclusive Leed's design. 14oz.""","{""material"":""Ceramic"",""size"":""3.75\"" H x 4\"" D x 14 oz."",""packaging"":""1-piece natrual gift box"",""color"":""Turquoise""}","[""Drinkware""]",,"[96,150,300,450,600]","[""6.25"",""6"",""5.77"",""5.52"",""4.97""]",,"[2.9819999999999998,2.9819999999999998,2.9819999999999998,2.9819999999999998,2.9819999999999998]","""http://media.pcna.com/ms/?/leeds/large/1624-77TQ_D-1/en"""
"""Stormy Ceramic Mug 14oz""","""1624-77-White""","""1624-77-Lime""","""Ceramic mug with smooth matte gray outer wall and brightly colored high-gloss inner wall. Choose between color imprinting or our cutting edge dishwasher safe laser decorating method. Exclusive Leed's design. 14oz.""","{""material"":""Ceramic"",""size"":""3.75\"" H x 4\"" D x 14 oz."",""packaging"":""1-piece natrual gift box"",""color"":""White""}","[""Drinkware""]",,"[96,150,300,450,600]","[""6.25"",""6"",""5.77"",""5.52"",""4.97""]",,"[2.9819999999999998,2.9819999999999998,2.9819999999999998,2.9819999999999998,2.9819999999999998]","""http://media.pcna.com/ms/?/leeds/large/1624-77WH_D-1/en"""
"""Clarity Stainless Steel Ceramic Tumbler 11oz""","""1624-78-Black""","""1624-78-Black""","""Ceramic tumbler with stainless steel outer wall for added protection and insulation. Push lid with silicone seal. 11oz.""","{""material"":""Ceramicw/SS"",""size"":""6.125\"" H x 3.375\"" W x 3.375\"" L x 3.438\"" D x 11 oz."",""packaging"":""1-piece natrual gift box"",""color"":""Black""}","[""Drinkware""]",,"[48,150,300,450,600]","[""15.98"",""15.33"",""14.72"",""14.08"",""12.68""]",,"[7.608,7.608,7.608,7.608,7.608]","""http://media.pcna.com/ms/?/leeds/large/1624-78BK_D-1/en"""
"""Clarity Stainless Steel Ceramic Tumbler 11oz""","""1624-78-Copper""","""1624-78-Black""","""Ceramic tumbler with stainless steel outer wall for added protection and insulation. Push lid with silicone seal. 11oz.""","{""material"":""Ceramicw/SS"",""size"":""6.125\"" H x 3.375\"" W x 3.375\"" L x 3.438\"" D x 11 oz."",""packaging"":""1-piece natrual gift box"",""color"":""Copper""}","[""Drinkware""]",,"[48,150,300,450,600]","[""15.98"",""15.33"",""14.72"",""14.08"",""12.68""]",,"[7.608,7.608,7.608,7.608,7.608]","""http://media.pcna.com/ms/?/leeds/large/1624-78COP_D-1/en"""
"""Clarity Stainless Steel Ceramic Tumbler 11oz""","""1624-78-Silver""","""1624-78-Black""","""Ceramic tumbler with stainless steel outer wall for added protection and insulation. Push lid with silicone seal. 11oz.""","{""material"":""Ceramicw/SS"",""size"":""6.125\"" H x 3.375\"" W x 3.375\"" L x 3.438\"" D x 11 oz."",""packaging"":""1-piece natrual gift box"",""color"":""Silver""}","[""Drinkware""]",,"[48,150,300,450,600]","[""15.98"",""15.33"",""14.72"",""14.08"",""12.68""]",,"[7.608,7.608,7.608,7.608,7.608]","""http://media.pcna.com/ms/?/leeds/large/1624-78SL_D/en"""
"""Moscow Mule Mug Gift Set""","""1624-79-Copper""","""1624-79-Copper""","""Gift set inspired by the popular Moscow Mule cocktail. Aluminum construction with  full copper coating. Gift box features a robust history of the cocktail and a recipe card is included. Each mug is 14oz.""","{""material"":""Aluminum"",""size"":""4\"" H x 3.25\"" D x 14 oz."",""packaging"":""1-piece premium gift box"",""color"":""Copper""}","[""Drinkware""]",,"[36,100,150,250,400]","[""20.07"",""19.27"",""18.47"",""17.67"",""15.92""]",,"[9.552,9.552,9.552,9.552,9.552]","""http://media.pcna.com/ms/?/leeds/large/1624-79COP_D-2/en"""
"""Tower Vacuum Tumbler 16oz""","""1624-80-Blue""","""1624-80-Blue""","""Trendy gradient finish in rich color fades from matte  to high-gloss. Outer wall is grooved for a comfortable grip and stylish look. Double wall vacuum insulated 18/8 stainless steel construction. Keeps drinks hot for 5 hours and cold for 15 hours. Leed's exclusive. 16oz.""","{""material"":""Stainless Steel with Stainless Steel liner"",""size"":""8.25\"" H x 2.75\"" D x 16 oz."",""packaging"":""Individual polybag"",""color"":""Blue""}","[""Drinkware""]",,"[36,100,150,250,400]","[""26.6"",""25.53"",""24.47"",""23.43"",""21.1""]",,"[12.66,12.66,12.66,12.66,12.66]","""http://media.pcna.com/ms/?/leeds/large/1624-80BL_D/en"""
"""Tower Vacuum Tumbler 16oz""","""1624-80-Gold""","""1624-80-Blue""","""Trendy gradient finish in rich color fades from matte  to high-gloss. Outer wall is grooved for a comfortable grip and stylish look. Double wall vacuum insulated 18/8 stainless steel construction. Keeps drinks hot for 5 hours and cold for 15 hours. Leed's exclusive. 16oz.""","{""material"":""Stainless Steel with Stainless Steel liner"",""size"":""8.25\"" H x 2.75\"" D x 16 oz."",""packaging"":""Individual polybag"",""color"":""Gold""}","[""Drinkware""]",,"[36,100,150,250,400]","[""26.6"",""25.53"",""24.47"",""23.43"",""21.1""]",,"[12.66,12.66,12.66,12.66,12.66]","""http://media.pcna.com/ms/?/leeds/large/1624-80GL_D/en"""
"""Tower Vacuum Tumbler 16oz""","""1624-80-Gray""","""1624-80-Blue""","""Trendy gradient finish in rich color fades from matte  to high-gloss. Outer wall is grooved for a comfortable grip and stylish look. Double wall vacuum insulated 18/8 stainless steel construction. Keeps drinks hot for 5 hours and cold for 15 hours. Leed's exclusive. 16oz.""","{""material"":""Stainless Steel with Stainless Steel liner"",""size"":""8.25\"" H x 2.75\"" D x 16 oz."",""packaging"":""Individual polybag"",""color"":""Gray""}","[""Drinkware""]",,"[36,100,150,250,400]","[""26.6"",""25.53"",""24.47"",""23.43"",""21.1""]",,"[12.66,12.66,12.66,12.66,12.66]","""http://media.pcna.com/ms/?/leeds/large/1624-80GY_D/en"""
"""Tower Vacuum Tumbler 16oz""","""1624-80-Purple""","""1624-80-Blue""","""Trendy gradient finish in rich color fades from matte  to high-gloss. Outer wall is grooved for a comfortable grip and stylish look. Double wall vacuum insulated 18/8 stainless steel construction. Keeps drinks hot for 5 hours and cold for 15 hours. Leed's exclusive. 16oz.""","{""material"":""Stainless Steel with Stainless Steel liner"",""size"":""8.25\"" H x 2.75\"" D x 16 oz."",""packaging"":""Individual polybag"",""color"":""Purple""}","[""Drinkware""]",,"[36,100,150,250,400]","[""26.6"",""25.53"",""24.47"",""23.43"",""21.1""]",,"[12.66,12.66,12.66,12.66,12.66]","""http://media.pcna.com/ms/?/leeds/large/1624-80PP_D/en"""
"""Tower Vacuum Tumbler 16oz""","""1624-80-Red""","""1624-80-Blue""","""Trendy gradient finish in rich color fades from matte  to high-gloss. Outer wall is grooved for a comfortable grip and stylish look. Double wall vacuum insulated 18/8 stainless steel construction. Keeps drinks hot for 5 hours and cold for 15 hours. Leed's exclusive. 16oz.""","{""material"":""Stainless Steel with Stainless Steel liner"",""size"":""8.25\"" H x 2.75\"" D x 16 oz."",""packaging"":""Individual polybag"",""color"":""Red""}","[""Drinkware""]",,"[36,100,150,250,400]","[""26.6"",""25.53"",""24.47"",""23.43"",""21.1""]",,"[12.66,12.66,12.66,12.66,12.66]","""http://media.pcna.com/ms/?/leeds/large/1624-80RD_D/en"""
"""Electro-Geometric Tumbler""","""1624-81-Silver""","""1624-81-Silver""","""Part of our Bold Geometry trend collection this style is defined by angles that create a great visual experience. Double-wall acrylic tumbler and straw with stopper.  Inner wall surface is with mirror plating on geometric cuts, outer wall is clear and smooth for logo adhesion. BPA free. 16oz.""","{""material"":""Acrylic"",""size"":""6.25\"" H x 4\"" W x 6.25\"" L x 4\"" D x 16 oz. straw: 9\"""",""packaging"":null,""color"":""Silver""}","[""Drinkware""]",,"[48,150,300,450,600]","[""9.08"",""8.72"",""8.35"",""8"",""7.2""]",,"[4.32,4.32,4.32,4.32,4.32]",
"""Swivel Lid Stainless Tumbler""","""1624-82-Black""","""1624-82-Black""","""Push-on lid with unique, thumb-twist closure.  Trendy, gradient appearance.  Double-wall construction using stainless steel and plastic liner.  Fits most standard car cup holders. BPA free. 18oz.""","{""material"":""Stainless Steel with Plastic Liner"",""size"":""7.25\"" H x 3.43\"" W x 7.25\"" L x 3.75\"" D x 18 oz."",""packaging"":null,""color"":""Black""}","[""Drinkware""]",,"[48,150,300,450,600]","[""10.88"",""10.47"",""10.02"",""9.6"",""8.65""]",,"[5.19,5.19,5.19,5.19,5.19]",
"""Swivel Lid Stainless Tumbler""","""1624-82-Blue""","""1624-82-Black""","""Push-on lid with unique, thumb-twist closure.  Trendy, gradient appearance.  Double-wall construction using stainless steel and plastic liner.  Fits most standard car cup holders. BPA free. 18oz.""","{""material"":""Stainless Steel with Plastic Liner"",""size"":""7.25\"" H x 3.43\"" W x 7.25\"" L x 3.75\"" D x 18 oz."",""packaging"":null,""color"":""Blue""}","[""Drinkware""]",,"[48,150,300,450,600]","[""10.88"",""10.47"",""10.02"",""9.6"",""8.65""]",,"[5.19,5.19,5.19,5.19,5.19]",
"""Swivel Lid Stainless Tumbler""","""1624-82-Lime""","""1624-82-Black""","""Push-on lid with unique, thumb-twist closure.  Trendy, gradient appearance.  Double-wall construction using stainless steel and plastic liner.  Fits most standard car cup holders. BPA free. 18oz.""","{""material"":""Stainless Steel with Plastic Liner"",""size"":""7.25\"" H x 3.43\"" W x 7.25\"" L x 3.75\"" D x 18 oz."",""packaging"":null,""color"":""Lime""}","[""Drinkware""]",,"[48,150,300,450,600]","[""10.88"",""10.47"",""10.02"",""9.6"",""8.65""]",,"[5.19,5.19,5.19,5.19,5.19]",
"""Swivel Lid Stainless Tumbler""","""1624-82-Red""","""1624-82-Black""","""Push-on lid with unique, thumb-twist closure.  Trendy, gradient appearance.  Double-wall construction using stainless steel and plastic liner.  Fits most standard car cup holders. BPA free. 18oz.""","{""material"":""Stainless Steel with Plastic Liner"",""size"":""7.25\"" H x 3.43\"" W x 7.25\"" L x 3.75\"" D x 18 oz."",""packaging"":null,""color"":""Red""}","[""Drinkware""]",,"[48,150,300,450,600]","[""10.88"",""10.47"",""10.02"",""9.6"",""8.65""]",,"[5.19,5.19,5.19,5.19,5.19]",
"""Flow Vacuum Isolating Bottle 16oz""","""1624-84-Black""","""1624-84-Black""","""This unique flow flask has all the qualities of a thermal bottle. Push-button inside closure & threaded 6oz mini cup. Durable double-wall stainless steel material with vacuum insulation. Keeps drinks hot for 6 hours and cold for 24 hours. Leed's exclusive. 16oz.""","{""material"":""Stainless Steel"",""size"":""10.25\"" H x 3\"" D x 16 oz."",""packaging"":""Individual polybag"",""color"":""Black""}","[""Drinkware""]",,"[36,100,150,250,400]","[""23.57"",""22.63"",""21.7"",""20.77"",""18.72""]",,"[11.232,11.232,11.232,11.232,11.232]","""http://media.pcna.com/ms/?/leeds/large/1624-84BK_D-1/en"""
"""Flow Vacuum Isolating Bottle 16oz""","""1624-84-Silver""","""1624-84-Black""","""This unique flow flask has all the qualities of a thermal bottle. Push-button inside closure & threaded 6oz mini cup. Durable double-wall stainless steel material with vacuum insulation. Keeps drinks hot for 6 hours and cold for 24 hours. Leed's exclusive. 16oz.""","{""material"":""Stainless Steel"",""size"":""10.25\"" H x 3\"" D x 16 oz."",""packaging"":""Individual polybag"",""color"":""Silver""}","[""Drinkware""]",,"[36,100,150,250,400]","[""23.57"",""22.63"",""21.7"",""20.77"",""18.72""]",,"[11.232,11.232,11.232,11.232,11.232]","""http://media.pcna.com/ms/?/leeds/large/1624-84SL_D-1/en"""
"""Presto BPA Free Sport Bottle 23oz""","""1624-86-Black""","""1624-86-Black""","""Durable Eastman Tritan material. Shatter, stain, and odor resistant. Screw-on lid with easy press-n-flip cap feature, plastic hook attached. BPA Free. 23oz.""","{""material"":""Eastman Tritan™ Copolyester"",""size"":""10\"" H x 2.75\"" D x 23 oz."",""packaging"":""Individual polybag"",""color"":""Black""}","[""Drinkware""]",,"[48,150,300,450,600]","[""10.88"",""10.47"",""10.02"",""9.6"",""8.65""]",,"[5.19,5.19,5.19,5.19,5.19]","""http://media.pcna.com/ms/?/leeds/large/1624-86BK_D/en"""
"""Presto BPA Free Sport Bottle 23oz""","""1624-86-Lime""","""1624-86-Black""","""Durable Eastman Tritan material. Shatter, stain, and odor resistant. Screw-on lid with easy press-n-flip cap feature, plastic hook attached. BPA Free. 23oz.""","{""material"":""Eastman Tritan™ Copolyester"",""size"":""10\"" H x 2.75\"" D x 23 oz."",""packaging"":""Individual polybag"",""color"":""Lime""}","[""Drinkware""]",,"[48,150,300,450,600]","[""10.88"",""10.47"",""10.02"",""9.6"",""8.65""]",,"[5.19,5.19,5.19,5.19,5.19]","""http://media.pcna.com/ms/?/leeds/large/1624-86LM_D-1/en"""
"""Presto BPA Free Sport Bottle 23oz""","""1624-86-Orange""","""1624-86-Black""","""Durable Eastman Tritan material. Shatter, stain, and odor resistant. Screw-on lid with easy press-n-flip cap feature, plastic hook attached. BPA Free. 23oz.""","{""material"":""Eastman Tritan™ Copolyester"",""size"":""10\"" H x 2.75\"" D x 23 oz."",""packaging"":""Individual polybag"",""color"":""Orange""}","[""Drinkware""]",,"[48,150,300,450,600]","[""10.88"",""10.47"",""10.02"",""9.6"",""8.65""]",,"[5.19,5.19,5.19,5.19,5.19]","""http://media.pcna.com/ms/?/leeds/large/1624-86OR_D/en"""
"""Presto BPA Free Sport Bottle 23oz""","""1624-86-Red""","""1624-86-Black""","""Durable Eastman Tritan material. Shatter, stain, and odor resistant. Screw-on lid with easy press-n-flip cap feature, plastic hook attached. BPA Free. 23oz.""","{""material"":""Eastman Tritan™ Copolyester"",""size"":""10\"" H x 2.75\"" D x 23 oz."",""packaging"":""Individual polybag"",""color"":""Red""}","[""Drinkware""]",,"[48,150,300,450,600]","[""10.88"",""10.47"",""10.02"",""9.6"",""8.65""]",,"[5.19,5.19,5.19,5.19,5.19]",
"""Presto BPA Free Sport Bottle 23oz""","""1624-86-Royal""","""1624-86-Black""","""Durable Eastman Tritan material. Shatter, stain, and odor resistant. Screw-on lid with easy press-n-flip cap feature, plastic hook attached. BPA Free. 23oz.""","{""material"":""Eastman Tritan™ Copolyester"",""size"":""10\"" H x 2.75\"" D x 23 oz."",""packaging"":""Individual polybag"",""color"":""Royal""}","[""Drinkware""]",,"[48,150,300,450,600]","[""10.88"",""10.47"",""10.02"",""9.6"",""8.65""]",,"[5.19,5.19,5.19,5.19,5.19]",
"""Hot & Cold Clarity Drop Tumbler 15oz""","""1624-87-Black""","""1624-87-Black""","""Part of our Clarity trend collection. Some like it hot & some like it cold with this lid you can have both. Double-wall acrylic construction with thumb-slide, push-on lid. Polypropylene straw with stopper for cold beverages. BPA Free. Leed's Exclusive. 15oz.""","{""material"":""SAN Plastic"",""size"":""5.75\"" H x 3.55\"" D x 15 oz. straw: 9.05 (in)"",""packaging"":""Individual polybag"",""color"":""Black""}","[""Drinkware""]",,"[48,150,300,450,600]","[""8.18"",""7.87"",""7.53"",""7.2"",""6.5""]",,"[3.9,3.9,3.9,3.9,3.9]","""http://media.pcna.com/ms/?/leeds/large/1624-87BK_D/en"""
